post_id,post_name,url,issue_types,gsc_clicks,gsc_impressions,backlinks,ref_domains,h2_count,anchor_count,promo_pattern,wire_style,claim_check_style,writing_qc_verdict,suggested_action,why,sample_1,sample_2,sample_3,batch_reason
363550,ethereum-based-meme-coin-pepeto-presale-past-6-7-million-as-exchange-demo-launches,https://coincu.com/ethereum-based-meme-coin-pepeto-presale-past-6-7-million-as-exchange-demo-launches/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"and decentralized exchanges are expected, boosting visibility and giving holders access to wider liquidity. X Link: https://x.com/Pepetocoin/status/1966449686392266943 About Pepeto Pepeto is an Ethereum-based meme coin project that combines speed, utility, and community culture into a growing crypto ecosystem. Backed by real tools, a wo",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
363169,seoul-protocol-upgrade-brings-strengthened-institutional-security-to-tezos-and-enables-63x-network-efficiency-gains,https://coincu.com/seoul-protocol-upgrade-brings-strengthened-institutional-security-to-tezos-and-enables-63x-network-efficiency-gains/,visible_raw_url_in_text,0,0,0,0,0,3,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"s strong governance, long-term upgradability, and smart contract capabilities. For more information about Tezos, visit http://www.tezos.com . Contact Head of PR Eoin McGinley Trilitech eoin.mcginley@trili.tech ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
362410,ozak-ai-partners-with-pyth-network-to-deliver-real-time-market-data-across-100-blockchains,https://coincu.com/ozak-ai-partners-with-pyth-network-to-deliver-real-time-market-data-across-100-blockchains/,visible_raw_url_in_text,0,0,0,0,0,16,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"hrough access to fast, tamper-proof, real-time market data spanning, strengthening its ability to telecast insights. https://x.com/OzakAGI/status/1962519070609437159 Presale Spike Boosts Investor Confidence The announcement marks an important moment in Ozak AI’s presale journey. Currently, $OZ has signaled a strong growth strategy, w",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
362328,new-cryptocurrency-mutuum-finance-mutm-raises-15-8m-as-phase-6-reaches-40,https://coincu.com/new-cryptocurrency-mutuum-finance-mutm-raises-15-8m-as-phase-6-reaches-40/,visible_raw_url_in_text,0,0,0,0,0,5,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,dings while keeping full custody. For more information about Mutuum Finance (MUTM) visit the links below: Website: https://mutuum.com Linktree: https://linktr.ee/mutuumfinance Contact J. Weir contact@mutuum.com ,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
362245,r0ar-launches-buyback-vault-bringing-1r0r-to-r0ar-chain-unlocks-new-incentives,https://coincu.com/r0ar-launches-buyback-vault-bringing-1r0r-to-r0ar-chain-unlocks-new-incentives/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", tools, and rewards system to power the next wave of decentralized adoption. Additional information is available at https://r0ar.io The R0AR Chain can be explored via https://r0arscan.io Cross-chain functionality is accessible through the official bridge at https://r0arbridge.io Contact Co-Found",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361958,falcon-finance-surpasses-1-57-million-staked-within-24-hours-of-buidlpad-launch,https://coincu.com/falcon-finance-surpasses-1-57-million-staked-within-24-hours-of-buidlpad-launch/,visible_raw_url_in_text,0,0,0,0,0,2,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ommitted across just three campaigns this year with Solayer, Sahara AI, and Lombard. The staking campaign is live at https://buidlpad.com/hodl/falcon . About Falcon Finance Falcon Finance is building a universal collateral infrastructure that turns any custody-ready asset, including digital assets, currency-backed toke",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361931,ethereum-based-meme-coin-pepeto-presale-past-6-6-million-as-exchange-demo-launches,https://coincu.com/ethereum-based-meme-coin-pepeto-presale-past-6-6-million-as-exchange-demo-launches/,visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"decentralized exchanges are expected, boosting visibility and giving holders access to wider liquidity. X Link : https://x.com/Pepetocoin/status/1966449686392266943 This is not just a meme token. It’s a Pepe inspired utility project, designed for the next phase of crypto adoption. About Pepeto Pepeto is an Ethereum-based meme coin ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361913,blockchainfx-raises-7-24m-in-presale-as-first-multi-asset-super-app-connecting-crypto-stocks-and-forex-goes-live-in-beta,https://coincu.com/blockchainfx-raises-7-24m-in-presale-as-first-multi-asset-super-app-connecting-crypto-stocks-and-forex-goes-live-in-beta/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"d CertiK, with team verification completed by Solidproof. Users Can Find Out More Information Here: Website: https://blockchainfx.com/ X : https://x.com/BlockchainFXcom Telegram Chat: https://t.me/blockchainfx_chat Contact CMO Lisa Evans BlockchainFX Hello@blockchainfx.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361840,ethereum-meme-coin-little-pepe-crosses-25m-announces-15-eth-giveaway,https://coincu.com/ethereum-meme-coin-little-pepe-crosses-25m-announces-15-eth-giveaway/,visible_raw_url_in_text,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", empowering users through cutting-edge technology and lightning-fast transactions. For more information: Website: https://littlepepe.com/ Telegram: https://t.me/littlepepetoken Twitter: https://x.com/littlepepetoken Contact COO James Stephen media@littlepepe.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361822,dollum-expands-wallet-opportunities-introducing-new-security-features-following-the-dol-token-sale,https://coincu.com/dollum-expands-wallet-opportunities-introducing-new-security-features-following-the-dol-token-sale/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,-to-use portfolios in one click. Users Can See the Wallet in Action and Explore All Its Features in This Video: https://youtu.be/zHWf3HUlIYw?si=7ShpzlMkyAOBByzU The integration of these new features marks another core milestone in the platform&#8217;s ongoing efforts to expand its services and further empower users to grow their,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
361354,falcon-finance-announced-ff-and-community-sale-on-buidlpad,https://coincu.com/falcon-finance-announced-ff-and-community-sale-on-buidlpad/,visible_raw_url_in_text,0,0,0,0,0,4,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", they will have an additional increased contribution cap. For more details about participation rules, please refer to https://buidlpad.com/projects/Falcon . Users are encouraged to visit https://pool.buidlpad.com/projects/Falcon to stake and receive a one-off 50% bonus on Falcon Miles rewards multiple from locking through Buidl",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
359601,kucoin-presents-kumining-embodying-simple-mining-smart-gains-for-effortless-crypto-accumulation,https://coincu.com/kucoin-presents-kumining-embodying-simple-mining-smart-gains-for-effortless-crypto-accumulation/,visible_raw_url_in_text,0,0,0,0,0,2,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ified and committed to security, compliance, and innovation under the leadership of CEO BC Wong. Users can learn more: https://www.kucoin.com/ About KuMining KuMining is a next-generation cloud mining platform, jointly launched by KuCoin and leading global mining partners. It provides retail and institutional user",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
359385,meme-coin-little-pepe-raises-above-24m-in-presale-with-over-39000-holders,https://coincu.com/meme-coin-little-pepe-raises-above-24m-in-presale-with-over-39000-holders/,visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", empowering users through cutting-edge technology and lightning-fast transactions. For more information: Website: https://littlepepe.com/ Telegram: https://t.me/littlepepetoken Twitter: https://x.com/littlepepetoken Contact James Stephen media@littlepepe.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
358728,ethereum-based-meme-project-pepeto-pepeto-surges-past-6-5m-in-presale,https://coincu.com/ethereum-based-meme-project-pepeto-pepeto-surges-past-6-5m-in-presale/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ongly for its next market phase. Watch youtube video – Pepeto launch its exchange ahead of listing YouTube Link: https://www.youtube.com/watch?v=wVWPsZ69xnw To date, Pepeto has secured over $6.5 million and distributed tens of billions of tokens through its presale. This shows real belief in the project’s roadmap and utility-firs",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
358439,dar-launches-web3-quest-system-with-monthly-airdrop-for-gamers,https://coincu.com/dar-launches-web3-quest-system-with-monthly-airdrop-for-gamers/,visible_raw_url_in_text,0,0,0,0,0,1,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"etwork aims to democratize app development, enhance user agency, and incentivize creative contributions. Learn more: https://dalarnia.com/ Contact Market Across pr@makretacross.com ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
357422,ne-yo-partners-with-neura-to-transform-entertainment-with-emotional-ai,https://coincu.com/ne-yo-partners-with-neura-to-transform-entertainment-with-emotional-ai/,visible_raw_url_in_text,0,0,0,0,0,4,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"eractions, Neura builds emotionally intelligent AI agents that connect, remember, and resonate with people. Website: https://neura-ai.io/ X: https://x.com/Neura_Web3_AI Telegram: https://t.me/neuranetwork Contact Kevin Pang info@neura-ai.io ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
356955,ethereum-breaks-4750-support-as-pepeto-crosses-6287248-in-presale-funding,https://coincu.com/ethereum-breaks-4750-support-as-pepeto-crosses-6287248-in-presale-funding/,visible_raw_url_in_text,0,0,0,0,0,10,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"e coin can achieve in 2025 and beyond. For more information about Pepeto, users can visit: The official website: https://pepeto.io X: https://x.com/Pepetocoin Telegram channel: https://t.me/pepeto_channel Instagram: https://www.instagram.com/pepetocoin/ Disclaimer: To purchase PEPETO token",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
356495,escape-presale-live-on-ethereum-with-280k-raised-hacken-audited-and-solidproof-kyc-verified,https://coincu.com/escape-presale-live-on-ethereum-with-280k-raised-hacken-audited-and-solidproof-kyc-verified/,visible_raw_url_in_text,0,0,0,0,2,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," with a transparent roadmap, audited smart contracts, and a community-first approach. Further Information Presale: https://escapehub.ai/presale SOLIDproof KYC: https://github.com/solidproof/Projects/tree/main/2025/ESCAPE Hacken Audit: Hacken Audit Report Coinsult Audit: Coinsult Audit &amp; Verification Whi",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
356095,ethereum-based-project-pepeto-surpasses-6-3m-in-presale-as-ecosystem-development-advances,https://coincu.com/ethereum-based-project-pepeto-surpasses-6-3m-in-presale-as-ecosystem-development-advances/,visible_raw_url_in_text,0,0,0,0,0,5,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"designed to accommodate users across various regions and platforms. Users can: Visit the official presale website: https://pr.pepeto-presale.io Connect the crypto wallet. Select the payment method (USDT, ETH, or BNB). Confirm the purchase to secure the tokens and become eligible for the exclusive staking rewards. ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
355942,ethereum-meme-coin-pepeto-crosses-6200000-million-in-presale-upon-listing,https://coincu.com/ethereum-meme-coin-pepeto-crosses-6200000-million-in-presale-upon-listing/,visible_raw_url_in_text,0,0,0,0,0,13,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,", the presale structure reflects patterns observed in earlier meme token launches. Embedded Youtube link : https://www.youtube.com/watch?v=i0QPSGhUv60 Positioning Within the Meme Token Landscape With over $6 million raised, dual audit verification, and features including a zero-fee exchange, PepetoSwap, and a staking mech",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
355046,ethereum-based-meme-coin-pepeto-nears-stage-10-raises-over-6-18m-in-presale-as-ethereum-eyes-10000,https://coincu.com/ethereum-based-meme-coin-pepeto-nears-stage-10-raises-over-6-18m-in-presale-as-ethereum-eyes-10000/,visible_raw_url_in_text,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"contracts and an engaged global following. Disclaimer: To buy PEPETO, make sure to use the official website: https://pepeto.io. As the listing draws closer, some are attempting to capitalize on the hype by using the name to mislead investors with fake platforms. Stay cautious and verify the source. ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
354597,sapien-brings-millions-of-minds-onchain-to-train-ai,https://coincu.com/sapien-brings-millions-of-minds-onchain-to-train-ai/,visible_raw_url_in_text,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,world. Enterprise looking for data? → sapien.io Contributor looking to earn? → earn.sapien.io Litepaper: https://docs.sapien.io/ Tokenomics: http://cdn.sapien.io/tokenomics.pdf X: https://x.com/JoinSapien Discord: https://discord.com/invite/sapien Newsletter: https://blog.sapien.io/ Co,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
354529,ethereum-based-meme-coin-pepeto-nears-stage-9-raises-over-6-09m-in-presale,https://coincu.com/ethereum-based-meme-coin-pepeto-nears-stage-9-raises-over-6-09m-in-presale/,visible_raw_url_in_text,0,0,0,0,0,5,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"tender in the meme coin market. Disclaimer: To buy PEPETO, users must make sure to use the official website: https://pepeto.io. As the listing draws closer, some are attempting to capitalize on the hype by using the name to mislead investors with fake platforms. Stay cautious and verify the source. ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
354276,remittix-announces-beta-web3-wallet-launch-date-presale-passes-18-7m-with-cex-listings-soon-to-be-announced,https://coincu.com/remittix-announces-beta-web3-wallet-launch-date-presale-passes-18-7m-with-cex-listings-soon-to-be-announced/,visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"ing systems. Users can discover the future of PayFi with Remittix by checking out their project here: Website: https://remittix.io/ Socials: https://linktr.ee/remittix $250,000 Giveaway: https://gleam.io/competitions/nz84L-250000-remittix-giveaway Contact Marketing Lead Ben Kovac ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
353163,bydfi-card-officially-launches-one-card-to-seamlessly-bridge-web3-assets-and-real-world-spending,https://coincu.com/bydfi-card-officially-launches-one-card-to-seamlessly-bridge-web3-assets-and-real-world-spending/,visible_raw_url_in_text,0,0,0,0,0,15,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"fit from 15% spending rebates, and participate in a trading competition with a total prize pool of $10,000. Details: https://www.bydfi.com/en/activities/detail?id=1159539200518963200 More Than a Card: BYDFi’s Ecosystem Expansion The launch of BYDFi Card marks a key step in expanding BYDFi’s service boundaries—from digital asset trading to real-world spe",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
352800,falcon-finance-launches-yapper-leaderboard-with-50000-yap2fly-campaign,https://coincu.com/falcon-finance-launches-yapper-leaderboard-with-50000-yap2fly-campaign/,visible_raw_url_in_text,0,0,0,0,0,1,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"rewards DeFi users for onchain activities ranging from trading to lending. Falcon’s Yap2Fly dashboard is now live at https://app.falcon.finance/yap2fly . Users who participate in the campaign can rack up Miles, boost their mindshare, and climb the leaderboard. The higher they climb, the greater the token rewards and monthly USDf ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
352023,pepe-dollar-pepd-presale-picks-up-pace-as-ethereum-eth-hovers-over-3600,https://coincu.com/pepe-dollar-pepd-presale-picks-up-pace-as-ethereum-eth-hovers-over-3600/,visible_raw_url_in_text,0,0,0,0,0,10,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"reum wallet holders have initiated ETH transfers to the presale, indicating early transactional activity. Website: https://pepedollar.io/ Coinmarketcap: https://coinmarketcap.com/currencies/pepe-dollar/ X Socials: https://x.com/PepeDollarETH Telegram: https://t.me/pepedollarcommunity Overview of $P",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
351960,meme-coin-satoshi-heralding-the-return-of-satoshi-nakamotos-vision-launches-first-presale,https://coincu.com/meme-coin-satoshi-heralding-the-return-of-satoshi-nakamotos-vision-launches-first-presale/,visible_raw_url_in_text,0,0,0,0,0,10,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"t Presale Details Start Time : August 1st, 2025, 18:00 (UTC+9) How to Participate : Check wallet addresses at https://satoshimemes.com Payment Method : USDT (TRC-20, Solana, BSC networks supported) Transaction Confirmation : Send TXID and receiving wallet address to presale@satoshimemes.org Minimum Pu",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
351605,pepescape-crypto-presale-raises-1m-as-ethereum-eyes-6k-community-owned-exchange-gigacex-unveiled,https://coincu.com/pepescape-crypto-presale-raises-1m-as-ethereum-eyes-6k-community-owned-exchange-gigacex-unveiled/,visible_raw_url_in_text,0,0,0,0,0,11,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"to exchange, Pepescape is redefining what a meme coin can achieve from culture to code. Official Links: Website: https://pepescape.io X (Twitter): https://x.com/pepescapetoken Telegram Channel: https://t.me/PepeScapePortal Instagram: https://www.instagram.com/pepescapecoin Marketing Manager: cont",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
351325,lombard-finance-launches-lbtc-on-etherlink-expanding-bitcoin-defi-opportunities-on-tezos-l2,https://coincu.com/lombard-finance-launches-lbtc-on-etherlink-expanding-bitcoin-defi-opportunities-on-tezos-l2/,visible_raw_url_in_text,0,0,0,0,0,1,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," other interoperable chains, enabling seamless interaction and asset transfers across different networks Learn more: https://www.etherlink.com/ Contact Comms &amp; PR Sara Moric Trilitech sara.moric@trili.tech ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
351286,satoshimeme-satoshi-emerges-declaring-return-of-satoshi-nakamoto,https://coincu.com/satoshimeme-satoshi-emerges-declaring-return-of-satoshi-nakamoto/,visible_raw_url_in_text,0,0,0,0,0,6,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal, philosophy. Related Organizations MicroBitcoin : Open-source project initiated in 2018 as a Bitcoin hard fork ( https://microbitcoin.org ) Commons Foundation : Non-profit foundation supporting commons-based projects ( https://commons.foundation ) P2P Foundation : P2P Foundation: Global P2P research and educat,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
350854,ethereum-breaks-3600-as-pepeto-presale-surges-past-5700000,https://coincu.com/ethereum-breaks-3600-as-pepeto-presale-surges-past-5700000/,visible_raw_url_in_text,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal, frog storyline with connections to Elon and PEPE Major Tier 1 exchange listing announcement coming soon Source: https://x.com/Pepetocoin/status/1945130737788706997 Pepeto’s Vision and Contribution to the Crypto Space Pepeto is an ambitious contender aiming to reshape how finance functions in the digital era. It recently launched the Pe,,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
350841,75k-in-rewards-announced-for-valhallas-first-ever-tournament,https://coincu.com/75k-in-rewards-announced-for-valhallas-first-ever-tournament/,visible_raw_url_in_text,0,0,0,0,0,7,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"e game now and it was launched on Mainnet on June 30, 2025. Valhalla is developed by FLOKI. Users can learn more at https://valhalla.game/ About Floki Floki is the people’s cryptocurrency and utility token of the Floki Ecosystem. Floki aims to become the world’s most known and most used cryptocurrency and ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
350408,ethereum-based-meme-coin-pepeto-surpasses-5-5m-in-presale,https://coincu.com/ethereum-based-meme-coin-pepeto-surpasses-5-5m-in-presale/,visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"d industry-leading staking rewards, it’s setting a new standard for meme coins in 2025. Official Links: Website: https://pepeto.io/ X (Twitter): https://x.com/Pepetocoin Telegram Channel: https://t.me/pepeto_channel Instagram: https://www.instagram.com/pepetocoin/ Contact Relationship man",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
350398,crypto-mev-bot-cryptomevbot-com-launches-crypto-trading-bot-for-individual-and-enterprise-traders,https://coincu.com/crypto-mev-bot-cryptomevbot-com-launches-crypto-trading-bot-for-individual-and-enterprise-traders/,visible_raw_url_in_text,0,0,0,0,0,3,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," in response to MEV ecosystem developments. How to Get the MEV Bot Step 1: Visiting the Website Heading to https://cryptomevbot.com to get started. Step 2: Choosing The License Pro Retail – $4,999, for individual traders. Includes: Full MEV bot stack (multi-strategy, bundle engine, configs) Works ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
349410,sunnymining-launches-btc-exclusive-cloud-mining-service-to-help-users-earn-daily-crypto-income-for-free,https://coincu.com/sunnymining-launches-btc-exclusive-cloud-mining-service-to-help-users-earn-daily-crypto-income-for-free/,broken_url_interrupted_by_anchor,0,0,0,0,0,8,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"1cWRisQpQjw"" alt="""" title=""""></a><figcaption class=""wp-element-caption""> </figcaption></figure> <p>Official Website: https://<a href=""http://www.sunnymining.com/"" target=""_blank"" rel=""noopener"">www.sunnymining.com</a></p> <p>App: <a href=""https://sunnymining.com/xml/index.html#/app"" target=""_blank"" rel=""noope",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
349220,falcon-finance-tops-600m-in-usdf-supply-as-defi-demand-surges,https://coincu.com/falcon-finance-tops-600m-in-usdf-supply-as-defi-demand-surges/,visible_raw_url_in_text,0,0,0,0,0,1,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal," new standard in the industry, along with transparency, security, and institutional-grade risk management. Learn more: https://falcon.finance/ Contact Managing Partner Andrei Grachev Falcon Finance press@falcon.finance ",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
349007,the-sandbox-launches-largest-land-sale-to-date-on-gbm-auctions,https://coincu.com/the-sandbox-launches-largest-land-sale-to-date-on-gbm-auctions/,visible_raw_url_in_text,0,0,0,0,0,9,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"the final winner. How to Join the Auction To view and participate in the auctions, once live, users can visit: https://sandbox.gbm.auction All auctions will use GBM’s Win-Win model, ensuring every bid counts, and every participant receives value, even if they’re outbid. About GBM Auctions GBM is the auctio",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
347937,pepescape-launches-crypto-presale-combining-memecoin-culture-with-decentralized-finance-ecosystem,https://coincu.com/pepescape-launches-crypto-presale-combining-memecoin-culture-with-decentralized-finance-ecosystem/,visible_raw_url_in_text,0,0,0,0,0,10,yes,yes,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|press_release_wire_style|no_local_gsc_backlink_signal,"automated trading strategies to create an inclusive and transparent ecosystem. The official website for Pepescape is https://pepescape.io . Users should exercise caution and not visit any unofficial platforms or Google-sponsored websites. As Bitcoin pushes toward the $150K mark, the market is entering full-blown a",,,wire_style_yes + promo_pattern_yes + qc_fail + zero_local_signal cohort; safest first-wave delete batch.
